substituent,SMILES for benzoic,SMILES for benzoate,Hammett Constant,SMILE Substituent,Isomer,Charge_acid,Multi_acid,Charge_benzoate,Multi_benzoate
PO(CMe3)2-m,O=C(O)C1=CC=CC([P](=O)(C(C)(C)C)C(C)(C)C)=C1,O=C([O-])C1=CC=CC([P](=O)(C(C)(C)C)C(C)(C)C)=C1,0.31,[P](=O)(C(C)(C)C)C(C)(C)C,1,0,1,-1,1
PO(CMe3)2-p,O=C(O)C1=CC=C([P](=O)(C(C)(C)C)C(C)(C)C)C=C1,O=C([O-])C1=CC=C([P](=O)(C(C)(C)C)C(C)(C)C)C=C1,0.41,[P](=O)(C(C)(C)C)C(C)(C)C,2,0,1,-1,1
PO(C4H9)2-m,O=C(O)C1=CC=CC([P](=O)(CCCC)CCCC)=C1,O=C([O-])C1=CC=CC([P](=O)(CCCC)CCCC)=C1,0.35,[P](=O)(CCCC)CCCC,1,0,1,-1,1
PO(C4H9)2-p,O=C(O)C1=CC=C([P](=O)(CCCC)CCCC)C=C1,O=C([O-])C1=CC=C([P](=O)(CCCC)CCCC)C=C1,0.49,[P](=O)(CCCC)CCCC,2,0,1,-1,1
PO(OC4H9)2-m,O=C(O)C1=CC=CC([P](=O)(OCCCC)OCCCC)=C1,O=C([O-])C1=CC=CC([P](=O)(OCCCC)OCCCC)=C1,0.41,[P](=O)(OCCCC)OCCCC,1,0,1,-1,1
PO(OC4H9)2-p,O=C(O)C1=CC=C([P](=O)(OCCCC)OCCCC)C=C1,O=C([O-])C1=CC=C([P](=O)(OCCCC)OCCCC)C=C1,0.57,[P](=O)(OCCCC)OCCCC,2,0,1,-1,1
P(CMe)2-m,O=C(O)C1=CC=CC([P](C(C)(C)C)C(C)(C)C)=C1,O=C([O-])C1=CC=CC([P](C(C)(C)C)C(C)(C)C)=C1,0.01,[P](C(C)(C)C)C(C)(C)C,1,0,1,-1,1
P(CMe)2-p,O=C(O)C1=CC=C([P](C(C)(C)C)C(C)(C)C)C=C1,O=C([O-])C1=CC=C([P](C(C)(C)C)C(C)(C)C)C=C1,0.15,[P](C(C)(C)C)C(C)(C)C,2,0,1,-1,1
CH=CHCOC6H4-4-NO2-m,O=C(O)C1=CC=CC([CH]=CC(=O)c2ccc([N+](=O)[O-])cc2)=C1,O=C([O-])C1=CC=CC([CH]=CC(=O)c2ccc([N+](=O)[O-])cc2)=C1,0.15,[CH]=CC(=O)c1ccc([N+](=O)[O-])cc1,1,0,1,-1,1
CH=CHCOC6H4-4-NO2-p,O=C(O)C1=CC=C([CH]=CC(=O)c2ccc([N+](=O)[O-])cc2)C=C1,O=C([O-])C1=CC=C([CH]=CC(=O)c2ccc([N+](=O)[O-])cc2)C=C1,0.05,[CH]=CC(=O)c1ccc([N+](=O)[O-])cc1,2,0,1,-1,1
CH2Mo(CO)3(C5H5)-m,O=C(O)C1=CC=CC([CH3][Mo](C=O)(C=O)(C=O)[CH]2C=CC=C2)=C1,O=C([O-])C1=CC=CC([CH3][Mo](C=O)(C=O)(C=O)[CH]2C=CC=C2)=C1,-0.21,[CH2][Mo](C=O)(C=O)(C=O)[CH]1C=CC=C1,1,0,1,-1,1
CH2Mo(CO)3(C5H5)-p,O=C(O)C1=CC=C([CH3][Mo](C=O)(C=O)(C=O)[CH]2C=CC=C2)C=C1,O=C([O-])C1=CC=C([CH3][Mo](C=O)(C=O)(C=O)[CH]2C=CC=C2)C=C1,-0.45,[CH2][Mo](C=O)(C=O)(C=O)[CH]1C=CC=C1,2,0,1,-1,1
CH=CHCOC6H5-m,O=C(O)C1=CC=CC([CH]=CC(=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([CH]=CC(=O)c2ccccc2)=C1,0.18,[CH]=CC(=O)c1ccccc1,1,0,1,-1,1
CH=CHCOC6H5-p,O=C(O)C1=CC=C([CH]=CC(=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([CH]=CC(=O)c2ccccc2)C=C1,0.05,[CH]=CC(=O)c1ccccc1,2,0,1,-1,1
C6H4-4-CHMe2-m,O=C(O)C1=CC=CC([c]2ccc(cc2)C(C)C)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)C(C)C)=C1,0.08,[c]1ccc(cc1)C(C)C,1,0,1,-1,1
C6H4-4-CHMe2-p,O=C(O)C1=CC=C([c]2ccc(cc2)C(C)C)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)C(C)C)C=C1,0.01,[c]1ccc(cc1)C(C)C,2,0,1,-1,1
Si(OSiMe3)3-m,O=C(O)C1=CC=CC([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)=C1,-0.09,[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,1,0,1,-1,1
Si(OSiMe3)3-p,O=C(O)C1=CC=C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C=C1,-0.01,[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,2,0,1,-1,1
C6H4-4-CMe3-m,O=C(O)C1=CC=CC([c]2ccc(cc2)C(C)(C)C)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)C(C)(C)C)=C1,0.07,[c]1ccc(cc1)C(C)(C)C,1,0,1,-1,1
C6H4-4-CMe3-p,O=C(O)C1=CC=C([c]2ccc(cc2)C(C)(C)C)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)C(C)(C)C)C=C1,0.01,[c]1ccc(cc1)C(C)(C)C,2,0,1,-1,1
1-adamantyl-m,O=C(O)C1=CC=CC([C]23C[CH]4C[CH](C2)C[CH](C3)C4)=C1,O=C([O-])C1=CC=CC([C]23C[CH]4C[CH](C2)C[CH](C3)C4)=C1,-0.12,[C]12C[CH]3C[CH](C1)C[CH](C2)C3,1,0,1,-1,1
1-adamantyl-p,O=C(O)C1=CC=C([C]23C[CH]4C[CH](C2)C[CH](C3)C4)C=C1,O=C([O-])C1=CC=C([C]23C[CH]4C[CH](C2)C[CH](C3)C4)C=C1,-0.13,[C]12C[CH]3C[CH](C1)C[CH](C2)C3,2,0,1,-1,1
As(C6H5)2-m,O=C(O)C1=CC=CC([As](c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([As](c2ccccc2)c3ccccc3)=C1,0.03,[As](c1ccccc1)c1ccccc1,1,0,1,-1,1
As(C6H5)2-p,O=C(O)C1=CC=C([As](c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([As](c2ccccc2)c3ccccc3)C=C1,0.09,[As](c1ccccc1)c1ccccc1,2,0,1,-1,1
AsO(C6H5)2-m,O=C(O)C1=CC=CC([As](=O)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([As](=O)(c2ccccc2)c3ccccc3)=C1,0.54,[As](=O)(c1ccccc1)c1ccccc1,1,0,1,-1,1
AsO(C6H5)2-p,O=C(O)C1=CC=C([As](=O)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([As](=O)(c2ccccc2)c3ccccc3)C=C1,0.64,[As](=O)(c1ccccc1)c1ccccc1,2,0,1,-1,1
N(C6H5)2-m,O=C(O)C1=CC=CC([N](c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([N](c2ccccc2)c3ccccc3)=C1,0,[N](c1ccccc1)c1ccccc1,1,0,1,-1,1
N(C6H5)2-p,O=C(O)C1=CC=C([N](c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([N](c2ccccc2)c3ccccc3)C=C1,-0.22,[N](c1ccccc1)c1ccccc1,2,0,1,-1,1
PO(C6H5)2-m,O=C(O)C1=CC=CC([P](=O)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([P](=O)(c2ccccc2)c3ccccc3)=C1,0.38,[P](=O)(c1ccccc1)c1ccccc1,1,0,1,-1,1
PO(C6H5)2-p,O=C(O)C1=CC=C([P](=O)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([P](=O)(c2ccccc2)c3ccccc3)C=C1,0.53,[P](=O)(c1ccccc1)c1ccccc1,2,0,1,-1,1
P(C6H5)2-m,O=C(O)C1=CC=CC([P](=O)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([P](=O)(c2ccccc2)c3ccccc3)=C1,0.11,[P](c1ccccc1)c1ccccc1,1,0,1,-1,1
P(C6H5)2-p,O=C(O)C1=CC=C([P](=O)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([P](=O)(c2ccccc2)c3ccccc3)C=C1,0.19,[P](c1ccccc1)c1ccccc1,2,0,1,-1,1
PS(C6H5)2-m,O=C(O)C1=CC=CC([P](=S)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([P](=S)(c2ccccc2)c3ccccc3)=C1,0.29,[P](=S)(c1ccccc1)c1ccccc1,1,0,1,-1,1
PS(C6H5)2-p,O=C(O)C1=CC=C([P](=S)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([P](=S)(c2ccccc2)c3ccccc3)C=C1,0.47,[P](=S)(c1ccccc1)c1ccccc1,2,0,1,-1,1
P(N(C3H7)2C6H4-3-F-m,O=C(O)C1=CC=CC([P](N(CCC)CCC)c2cccc(F)c2)=C1,O=C([O-])C1=CC=CC([P](N(CCC)CCC)c2cccc(F)c2)=C1,0.2,[P](N(CCC)CCC)c1cccc(F)c1,1,0,1,-1,1
P(N(C3H7)2C6H4-3-F-p,O=C(O)C1=CC=C([P](N(CCC)CCC)c2cccc(F)c2)C=C1,O=C([O-])C1=CC=C([P](N(CCC)CCC)c2cccc(F)c2)C=C1,0.24,[P](N(CCC)CCC)c1cccc(F)c1,2,0,1,-1,1
509-m,O=C(O)C1=CC=CC([c]2cc(=O)c3c(o2)c4c(cc3)cccc4)=C1,O=C([O-])C1=CC=CC([c]2cc(=O)c3c(o2)c4c(cc3)cccc4)=C1,0.37,[c]1cc(=O)c2c(o1)c1c(cc2)cccc1,1,0,1,-1,1
509-m,O=C(O)C1=CC=C([c]2cc(=O)c3c(o2)c4c(cc3)cccc4)C=C1,O=C([O-])C1=CC=C([c]2cc(=O)c3c(o2)c4c(cc3)cccc4)C=C1,0.38,[c]1cc(=O)c2c(o1)c1c(cc2)cccc1,2,0,1,-1,1
510-m,O=C(O)C1=CC=CC([c]2oc3c(c(=O)c2)c4c(cc3)cccc4)=C1,O=C([O-])C1=CC=CC([c]2oc3c(c(=O)c2)c4c(cc3)cccc4)=C1,0.38,[c]1oc2c(c(=O)c1)c1c(cc2)cccc1,1,0,1,-1,1
510-p,O=C(O)C1=CC=C([c]2oc3c(c(=O)c2)c4c(cc3)cccc4)C=C1,O=C([O-])C1=CC=C([c]2oc3c(c(=O)c2)c4c(cc3)cccc4)C=C1,0.38,[c]1oc2c(c(=O)c1)c1c(cc2)cccc1,2,0,1,-1,1
511-m,O=C(O)C1=CC=CC([c]2nc3c(n2c4ccccc4)cccc3)=C1,O=C([O-])C1=CC=CC([c]2nc3c(n2c4ccccc4)cccc3)=C1,0.17,[c]1nc2c(n1c1ccccc1)cccc2,1,0,1,-1,1
511-p,O=C(O)C1=CC=C([c]2nc3c(n2c4ccccc4)cccc3)C=C1,O=C([O-])C1=CC=C([c]2nc3c(n2c4ccccc4)cccc3)C=C1,0.21,[c]1nc2c(n1c1ccccc1)cccc2,2,0,1,-1,1
CH(C6H5)2-m,O=C(O)C1=CC=CC([CH](c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([CH](c2ccccc2)c3ccccc3)=C1,-0.03,[CH](c1ccccc1)c1ccccc1,1,0,1,-1,1
CH(C6H5)2-p,O=C(O)C1=CC=C([CH](c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([CH](c2ccccc2)c3ccccc3)C=C1,-0.05,[CH](c1ccccc1)c1ccccc1,2,0,1,-1,1
PO(C6H5)C6H4-4-Me-m,O=C(O)C1=CC=CC([P](=O)(c2ccccc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC([P](=O)(c2ccccc2)c3ccc(C)cc3)=C1,0.13,[P](=O)(c1ccccc1)c1ccc(C)cc1,1,0,1,-1,1
PO(C6H5)C6H4-4-Me-p,O=C(O)C1=CC=C([P](=O)(c2ccccc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C([P](=O)(c2ccccc2)c3ccc(C)cc3)C=C1,0.3,[P](=O)(c1ccccc1)c1ccc(C)cc1,2,0,1,-1,1
CH2PO(C6H5)2-m,O=C(O)C1=CC=CC([CH3]P(=O)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([CH3]P(=O)(c2ccccc2)c3ccccc3)=C1,0.14,[CH2]P(=O)(c1ccccc1)c1ccccc1,1,0,1,-1,1
CH2PO(C6H5)2-p,O=C(O)C1=CC=C([CH3]P(=O)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([CH3]P(=O)(c2ccccc2)c3ccccc3)C=C1,0.01,[CH2]P(=O)(c1ccccc1)c1ccccc1,2,0,1,-1,1
PS(C6H5)C6H4-4-Me-m,O=C(O)C1=CC=CC([P](=S)(c2ccccc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC([P](=S)(c2ccccc2)c3ccc(C)cc3)=C1,0.09,[P](=S)(c1ccccc1)c1ccc(C)cc1,1,0,1,-1,1
PS(C6H5)C6H4-4-Me-p,O=C(O)C1=CC=C([P](=S)(c2ccccc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C([P](=S)(c2ccccc2)c3ccc(C)cc3)C=C1,0.3,[P](=S)(c1ccccc1)c1ccc(C)cc1,2,0,1,-1,1
P+(Me)(C6H5)2-m,O=C(O)C1=CC=CC([P+](C)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([P+](C)(c2ccccc2)c3ccccc3)=C1,1.13,[P+](C)(c1ccccc1)c1ccccc1,1,0,1,-1,1
P+(Me)(C6H5)2-p,O=C(O)C1=CC=C([P+](C)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([P+](C)(c2ccccc2)c3ccccc3)C=C1,1.18,[P+](C)(c1ccccc1)c1ccccc1,2,0,1,-1,1
Si(Me)(C6H5)2-m,O=C(O)C1=CC=CC([Si](C)(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([Si](C)(c2ccccc2)c3ccccc3)=C1,0.1,[Si](C)(c1ccccc1)c1ccccc1,1,0,1,-1,1
Si(Me)(C6H5)2-p,O=C(O)C1=CC=C([Si](C)(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([Si](C)(c2ccccc2)c3ccccc3)C=C1,0.13,[Si](C)(c1ccccc1)c1ccccc1,2,0,1,-1,1
COOCH(C6H5)2-m,O=C(O)C1=CC=CC([C](=O)OC(c2ccccc2)c3ccccc3)=C1,O=C([O-])C1=CC=CC([C](=O)OC(c2ccccc2)c3ccccc3)=C1,0.36,[C](=O)OC(c1ccccc1)c1ccccc1,1,0,1,-1,1
COOCH(C6H5)2-p,O=C(O)C1=CC=C([C](=O)OC(c2ccccc2)c3ccccc3)C=C1,O=C([O-])C1=CC=C([C](=O)OC(c2ccccc2)c3ccccc3)C=C1,0.56,[C](=O)OC(c1ccccc1)c1ccccc1,2,0,1,-1,1
PO(C6H4-4-Me)2-m,O=C(O)C1=CC=CC([P](=O)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC([P](=O)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,0.17,[P](=O)(c1ccc(C)cc1)c1ccc(C)cc1,1,0,1,-1,1
PO(C6H4-4-Me)2-p,O=C(O)C1=CC=C([P](=O)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C([P](=O)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,0.3,[P](=O)(c1ccc(C)cc1)c1ccc(C)cc1,2,0,1,-1,1
PS(C6H4-4-Me)2-m,O=C(O)C1=CC=CC(P(=S)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC(P(=S)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,0.2,P(=S)(c1ccc(C)cc1)c1ccc(C)cc1,1,0,1,-1,1
PS(C6H4-4-Me)2-p,O=C(O)C1=CC=C(P(=S)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C(P(=S)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,0.23,P(=S)(c1ccc(C)cc1)c1ccc(C)cc1,2,0,1,-1,1
P+(Me)(C6H5)(C6H4-4-Me)-m,O=C(O)C1=CC=CC([P+](C)(c2ccccc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC([P+](C)(c2ccccc2)c3ccc(C)cc3)=C1,1.09,[P+](C)(c1ccccc1)c1ccc(C)cc1,1,0,1,-1,1
P+(Me)(C6H5)(C6H4-4-Me)-p,O=C(O)C1=CC=C([P+](C)(c2ccccc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C([P+](C)(c2ccccc2)c3ccc(C)cc3)C=C1,1.11,[P+](C)(c1ccccc1)c1ccc(C)cc1,2,0,1,-1,1
P+(Me)(C6H4-4-Me)2-m,O=C(O)C1=CC=CC([P+](C)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,O=C([O-])C1=CC=CC([P+](C)(c2ccc(C)cc2)c3ccc(C)cc3)=C1,1.13,[P+](C)(c1ccc(C)cc1)c1ccc(C)cc1,1,0,1,-1,1
P+(Me)(C6H4-4-Me)2-p,O=C(O)C1=CC=C([P+](C)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,O=C([O-])C1=CC=C([P+](C)(c2ccc(C)cc2)c3ccc(C)cc3)C=C1,1.18,[P+](C)(c1ccc(C)cc1)c1ccc(C)cc1,2,0,1,-1,1
Ge(C6H5)3-m,O=C(O)C1=CC=CC([Ge](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,O=C([O-])C1=CC=CC([Ge](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,0.05,[Ge](c1ccccc1)(c1ccccc1)c1ccccc1,1,0,1,-1,1
Ge(C6H5)3-p,O=C(O)C1=CC=C([Ge](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,O=C([O-])C1=CC=C([Ge](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,0.08,[Ge](c1ccccc1)(c1ccccc1)c1ccccc1,2,0,1,-1,1
"2-methyl-4,6-diphenylpyridinium-m",O=C(O)C1=CC=CC([n+]2c(cc(cc2c3ccccc3)c4ccccc4)C)=C1,O=C([O-])C1=CC=CC([n+]2c(cc(cc2c3ccccc3)c4ccccc4)C)=C1,0.65,[n+]1c(cc(cc1c1ccccc1)c1ccccc1)C,1,1,1,0,1
"2-methyl-4,6-diphenylpyridinium-p",O=C(O)C1=CC=C([n+]2c(cc(cc2c3ccccc3)c4ccccc4)C)C=C1,O=C([O-])C1=CC=C([n+]2c(cc(cc2c3ccccc3)c4ccccc4)C)C=C1,0.7,[n+]1c(cc(cc1c1ccccc1)c1ccccc1)C,2,1,1,0,1
N=P(C6H5)3-m,O=C(O)C1=CC=CC([N]=P(c2ccccc2)(c3ccccc3)c4ccccc4)=C1,O=C([O-])C1=CC=CC([N]=P(c2ccccc2)(c3ccccc3)c4ccccc4)=C1,-0.33,[N]=P(c1ccccc1)(c1ccccc1)c1ccccc1,1,0,1,-1,1
N=P(C6H5)3-p,O=C(O)C1=CC=C([N]=P(c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,O=C([O-])C1=CC=C([N]=P(c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,-0.77,[N]=P(c1ccccc1)(c1ccccc1)c1ccccc1,2,0,1,-1,1
Si(C6H5)3-m,O=C(O)C1=CC=CC([Si](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,O=C([O-])C1=CC=CC([Si](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,-0.03,[Si](c1ccccc1)(c1ccccc1)c1ccccc1,1,0,1,-1,1
Si(C6H5)3-p,O=C(O)C1=CC=C([Si](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,O=C([O-])C1=CC=C([Si](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,0.1,[Si](c1ccccc1)(c1ccccc1)c1ccccc1,2,0,1,-1,1
Sn(C6H5)3-m,O=C(O)C1=CC=CC([Sn](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,O=C([O-])C1=CC=CC([Sn](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,0.53,[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,1,0,1,-1,1
Sn(C6H5)3-p,O=C(O)C1=CC=C([Sn](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,O=C([O-])C1=CC=C([Sn](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,0.27,[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,2,0,1,-1,1
C(C6H5)3-m,O=C(O)C1=CC=CC([C](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,O=C([O-])C1=CC=CC([C](c2ccccc2)(c3ccccc3)c4ccccc4)=C1,-0.01,[C](c1ccccc1)(c1ccccc1)c1ccccc1,1,0,1,-1,1
C(C6H5)3-p,O=C(O)C1=CC=C([C](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,O=C([O-])C1=CC=C([C](c2ccccc2)(c3ccccc3)c4ccccc4)C=C1,0.02,[C](c1ccccc1)(c1ccccc1)c1ccccc1,2,0,1,-1,1
"2,4,6-triphenylpyridinium-m",O=C(O)C1=CC=CC([n+]2c(cc(cc2c3ccccc3)c4ccccc4)c5ccccc5)=C1,O=C([O-])C1=CC=CC([n+]2c(cc(cc2c3ccccc3)c4ccccc4)c5ccccc5)=C1,0.34,[n+]1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1,1,1,1,0,1
"2,4,6-triphenylpyridinium-p",O=C(O)C1=CC=C([n+]2c(cc(cc2c3ccccc3)c4ccccc4)c5ccccc5)C=C1,O=C([O-])C1=CC=C([n+]2c(cc(cc2c3ccccc3)c4ccccc4)c5ccccc5)C=C1,0.33,[n+]1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1,2,1,1,0,1
